28,932282 
29,096669 
29,315034 
29,847358 
29,440670 
29,508126 
29,597373 
29,408109 
29,747476 
30,066599 
29,379495 
29,449285 
29,371447 
29,597831 
30,015463 
31,046955 
29,227293 
30,264160 
33,436536 
31,337774 
31,163956 
31,334665 
33,255176 
33,211353 
32,807033 
29,185597 
28,855933 
28,883480 
29,806260 
28,750794 
26,340943 
45,948235 
29,949260 
28,555288 
27,636566 
65,969017 
81,578336 
58,192029 
27,474789 
27,513531 
27,502059 
27,655011 
27,436992 
27,317236 
27,438270 
27,460392 
27,515578 
27,351979 
27,451000 
27,459040 
27,404883 
27,418437 
27,446338 
27,710935 
27,428743 
27,487346 
27,638049 
27,404298 
27,467578 
27,397940 
27,445326 
27,481199 
27,491899 
27,373552 
27,421813 
27,432362 
27,477140 
27,492232 
27,486606 
27,393456 
27,380513 
27,464203 
27,464687 
27,504084 
27,848319 
27,571115 
27,561461 
27,512970 
27,550762 
27,613719 
27,515875 
27,540481 
27,516796 
27,656509 
27,471378 
27,517330 
27,583017 
27,585415 
27,545734 
27,525688 
27,533719 
27,410642 
27,516769 
27,413365 
27,569735 
27,488918 
27,791960 
27,451752 
27,578912 
27,531623
